SCHEMA_NAME	SUBSCRIPTION_NAME	REMOTE_SOURCE_NAME	STATE	OPTIMIZED_QUERY_STRING
SALESFORCE	SUB_VT_Case	SFDC	APPLY_CHANGE_DATA	SELECT "T1"."Id", "T1"."IsDeleted", "T1"."MasterRecordId", "T1"."CaseNumber", "T1"."ContactId", "T1"."AccountId", "T1"."AssetId", "T1"."ProductId", "T1"."EntitlementId", "T1"."SourceId", "T1"."BusinessHoursId", "T1"."ParentId", "T1"."SuppliedName", "T1"."SuppliedEmail", "T1"."SuppliedPhone", "T1"."SuppliedCompany", "T1"."Type", "T1"."RecordTypeId", "T1"."Status", "T1"."Reason", "T1"."Origin", "T1"."Language", "T1"."Subject", "T1"."Priority", "T1"."Description", "T1"."IsClosed", "T1"."ClosedDate", "T1"."IsEscalated", "T1"."CurrencyIsoCode", "T1"."OwnerId", "T1"."IsClosedOnCreate", "T1"."SlaStartDate", "T1"."SlaExitDate", "T1"."IsStopped", "T1"."StopStartDate", "T1"."CreatedDate", "T1"."CreatedById", "T1"."LastModifiedDate", "T1"."LastModifiedById", "T1"."SystemModstamp", "T1"."ContactPhone", "T1"."ContactMobile", "T1"."ContactEmail", "T1"."ContactFax", "T1"."Comments", "T1"."LastViewedDate", "T1"."LastReferencedDate", "T1"."MilestoneStatus", "T1"."Actual_Resolution_Date__c", "T1"."Close_Out_Comment__c", "T1"."
SALESFORCE	SUB_VT_AssignedResource	SFDC	APPLY_CHANGE_DATA	SELECT "T1"."Id", "T1"."IsDeleted", "T1"."AssignedResourceNumber", "T1"."CreatedDate", "T1"."CreatedById", "T1"."LastModifiedDate", "T1"."LastModifiedById", "T1"."SystemModstamp", "T1"."ServiceAppointmentId", "T1"."ServiceResourceId", "T1"."EstimatedTravelTime", "T1"."ActualTravelTime", "T1"."ServiceCrewId", "T1"."FSL__EstimatedTravelDistanceFrom__c", "T1"."FSL__EstimatedTravelDistanceTo__c", "T1"."FSL__EstimatedTravelTimeFrom__c", "T1"."FSL__Estimated_Travel_Time_From_Source__c", "T1"."FSL__Estimated_Travel_Time_To_Source__c", "T1"."FSL__Last_Updated_Epoch__c", "T1"."FSL__UpdatedByOptimization__c", "T1"."FSL__calculated_duration__c", "T1"."FSLEH_ServiceResource_ref__c", "T1"."FSLEH_WorkOrderId__c", "T1"."FSLEH_ActualTravelTime__c", "T1"."FSLEH_TimeSheetEntry__c" FROM "AssignedResource" "T1" 
SALESFORCE	SUB_VT_Account	SFDC	APPLY_CHANGE_DATA	SELECT "T1"."Id", "T1"."IsDeleted", "T1"."MasterRecordId", "T1"."Name", "T1"."Type", "T1"."RecordTypeId", "T1"."ParentId", "T1"."BillingStreet", "T1"."BillingCity", "T1"."BillingState", "T1"."BillingPostalCode", "T1"."BillingCountry", "T1"."BillingLatitude", "T1"."BillingLongitude", "T1"."BillingGeocodeAccuracy", "T1"."BillingAddress", "T1"."ShippingStreet", "T1"."ShippingCity", "T1"."ShippingState", "T1"."ShippingPostalCode", "T1"."ShippingCountry", "T1"."ShippingLatitude", "T1"."ShippingLongitude", "T1"."ShippingGeocodeAccuracy", "T1"."ShippingAddress", "T1"."Phone", "T1"."Fax", "T1"."AccountNumber", "T1"."Website", "T1"."PhotoUrl", "T1"."Sic", "T1"."Industry", "T1"."AnnualRevenue", "T1"."NumberOfEmployees", "T1"."Ownership", "T1"."TickerSymbol", "T1"."Description", "T1"."Rating", "T1"."Site", "T1"."CurrencyIsoCode", "T1"."OwnerId", "T1"."CreatedDate", "T1"."CreatedById", "T1"."LastModifiedDate", "T1"."LastModifiedById", "T1"."SystemModstamp", "T1"."LastActivityDate", "T1"."LastViewedDate", "T1"."LastRefere
SALESFORCE	SUB_VT_X8D_Step__c	SFDC	CREATED	
SALESFORCE	SUB_VT_Lead	SFDC	CREATED	
SALESFORCE	SUB_VT_SalesTarget__c	SFDC	CREATED	SELECT "T1"."Id", "T1"."IsDeleted", "T1"."Name", "T1"."CurrencyIsoCode", "T1"."RecordTypeId", "T1"."CreatedDate", "T1"."CreatedById", "T1"."LastModifiedDate", "T1"."LastModifiedById", "T1"."SystemModstamp", "T1"."AccountPlan__c", "T1"."AnalysisCSalesTarget__c", "T1"."AnalysisCTotalPurchase__c", "T1"."AutomatisationSalesTarget__c", "T1"."AutomatisationTotalPurchase__c", "T1"."CUFTotalPurchase__c", "T1"."CUFTotalTarget__c", "T1"."EngineeringUSalesTarget__c", "T1"."EngineeringUTotalPurchase__c", "T1"."FlowDSalesTarget__c", "T1"."FlowDTotalPurchase__c", "T1"."LevelFSalesTarget__c", "T1"."LevelFTotalPurchase__c", "T1"."Analysis_DB_Purchase__c", "T1"."Analysis_DB_Target__c", "T1"."Analysis_Project_Purchase__c", "T1"."Analysis_Project_Target__c", "T1"."Analysis_Total_Purchase__c", "T1"."Analysis_Total_Target__c", "T1"."PressurePSalesTarget__c", "T1"."PressurePTotalPurchase__c", "T1"."ProductsSalesTarget__c", "T1"."ProductsTotalCustPurchase__c", "T1"."PurchaseManual__c", "T1"."RegistrationRSalesTarget__c", "T1"."Regi
SALESFORCE	SUB_VT_Service__c	SFDC	CREATED	
SALESFORCE	SUB_VT_Order__c	SFDC	CREATED	
SALESFORCE	SUB_VT_PCN__c	SFDC		
SALESFORCE	SUB_VT_Opportunity	SFDC	APPLY_CHANGE_DATA	SELECT "T1"."Id", "T1"."IsDeleted", "T1"."AccountId", "T1"."RecordTypeId", "T1"."IsPrivate", "T1"."Name", "T1"."Description", "T1"."StageName", "T1"."Amount", "T1"."Probability", "T1"."ExpectedRevenue", "T1"."TotalOpportunityQuantity", "T1"."CloseDate", "T1"."Type", "T1"."NextStep", "T1"."LeadSource", "T1"."IsClosed", "T1"."IsWon", "T1"."ForecastCategory", "T1"."ForecastCategoryName", "T1"."CurrencyIsoCode", "T1"."CampaignId", "T1"."HasOpportunityLineItem", "T1"."Pricebook2Id", "T1"."OwnerId", "T1"."CreatedDate", "T1"."CreatedById", "T1"."LastModifiedDate", "T1"."LastModifiedById", "T1"."SystemModstamp", "T1"."LastActivityDate", "T1"."FiscalQuarter", "T1"."FiscalYear", "T1"."Fiscal", "T1"."ContactId", "T1"."LastViewedDate", "T1"."LastReferencedDate", "T1"."SyncedQuoteId", "T1"."ContractId", "T1"."HasOpenActivity", "T1"."HasOverdueTask", "T1"."Account_s_Country__c", "T1"."OwnerFormula__c", "T1"."DB_Competitor__c", "T1"."Internal_Sales_Engineer__c", "T1"."Opportunity_Group__c", "T1"."Probability_vs_Potenital_fo
SALESFORCE	SUB_VT_Knowledge__ka	SFDC_NO_CHUNK	APPLY_CHANGE_DATA	SELECT "T1"."Id", "T1"."IsDeleted", "T1"."CreatedDate", "T1"."CreatedById", "T1"."LastModifiedDate", "T1"."LastModifiedById", "T1"."SystemModstamp", "T1"."MasterLanguage", "T1"."ArticleNumber", "T1"."ArchivedDate", "T1"."ArchivedById", "T1"."FirstPublishedDate", "T1"."LastPublishedDate", "T1"."CaseAssociationCount", "T1"."LastViewedDate", "T1"."LastReferencedDate", "T1"."MigratedToFromArticle", "T1"."TotalViewCount" FROM "Knowledge__ka" "T1" 
SALESFORCE	SUB_VT_Contract	SFDC_NO_CHUNK	APPLY_CHANGE_DATA	SELECT "T1"."Id", "T1"."AccountId", "T1"."CurrencyIsoCode", "T1"."OwnerExpirationNotice", "T1"."StartDate", "T1"."EndDate", "T1"."BillingStreet", "T1"."BillingCity", "T1"."BillingState", "T1"."BillingPostalCode", "T1"."BillingCountry", "T1"."BillingLatitude", "T1"."BillingLongitude", "T1"."BillingGeocodeAccuracy", "T1"."BillingAddress", "T1"."ShippingStreet", "T1"."ShippingCity", "T1"."ShippingState", "T1"."ShippingPostalCode", "T1"."ShippingCountry", "T1"."ShippingLatitude", "T1"."ShippingLongitude", "T1"."ShippingGeocodeAccuracy", "T1"."ShippingAddress", "T1"."ContractTerm", "T1"."OwnerId", "T1"."Status", "T1"."CompanySignedId", "T1"."CompanySignedDate", "T1"."CustomerSignedId", "T1"."CustomerSignedTitle", "T1"."CustomerSignedDate", "T1"."SpecialTerms", "T1"."ActivatedById", "T1"."ActivatedDate", "T1"."StatusCode", "T1"."Description", "T1"."RecordTypeId", "T1"."Name", "T1"."IsDeleted", "T1"."ContractNumber", "T1"."LastApprovedDate", "T1"."CreatedDate", "T1"."CreatedById", "T1"."LastModifiedDate", "T1"."Last
SALESFORCE	SUB_VT_RecordType	SFDC_NO_CHUNK	CREATED	SELECT "T1"."Id", "T1"."Name", "T1"."DeveloperName", "T1"."NamespacePrefix", "T1"."Description", "T1"."BusinessProcessId", "T1"."SobjectType", "T1"."IsActive", "T1"."CreatedById", "T1"."CreatedDate", "T1"."LastModifiedById", "T1"."LastModifiedDate", "T1"."SystemModstamp" FROM "RecordType" "T1" 
SALESFORCE	SUB_VT_Knowledge__kav	SFDC_NO_CHUNK	APPLY_CHANGE_DATA	SELECT "T1"."Id", "T1"."KnowledgeArticleId", "T1"."OwnerId", "T1"."IsDeleted", "T1"."PublishStatus", "T1"."VersionNumber", "T1"."IsLatestVersion", "T1"."IsVisibleInApp", "T1"."IsVisibleInPkb", "T1"."IsVisibleInCsp", "T1"."IsVisibleInPrm", "T1"."CreatedDate", "T1"."CreatedById", "T1"."LastModifiedDate", "T1"."LastModifiedById", "T1"."SystemModstamp", "T1"."IsMasterLanguage", "T1"."Language", "T1"."Title", "T1"."UrlName", "T1"."CurrencyIsoCode", "T1"."ArchivedDate", "T1"."ArchivedById", "T1"."Summary", "T1"."ArticleNumber", "T1"."FirstPublishedDate", "T1"."LastPublishedDate", "T1"."ArticleArchivedById", "T1"."ArticleArchivedDate", "T1"."ArticleCaseAttachCount", "T1"."ArticleCreatedById", "T1"."ArticleCreatedDate", "T1"."ArticleMasterLanguage", "T1"."ArticleTotalViewCount", "T1"."SourceId", "T1"."IsOutOfDate", "T1"."MasterVersionId", "T1"."TranslationCompletedDate", "T1"."TranslationExportedDate", "T1"."TranslationImportedDate", "T1"."RecordTypeId", "T1"."AssignedToId", "T1"."AssignedById", "T1"."AssignmentDate"
SALESFORCE	SUB_VT_ServiceAppointment	SFDC_NO_CHUNK	CREATED	
SALESFORCE	SUB_VT_TimeSheet	SFDC_NO_CHUNK	CREATED	
SALESFORCE	SUB_VT_TimeSheetEntry	SFDC_NO_CHUNK	CREATED	
